code,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports,discipline,event
2279578,KHALIMOV Ilkhom,KHALIMOV I,Ilkhom KHALIMOV,Male,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,0.0,0.0,['Para Powerlifting'],"[""Men's up to 107kg""]",1985-02-27,,Uzbekistan,TASHKENT,Uzbekistan,,"Listening to music. (Athlete, 02 Sep 2024)","Athlete, Student","Physical Education - Uzbek State University of Physical Education and Sport, Uzbekistan",,Uzbek,Farhod Umirzakov,"""Because it's a kind of sport that makes a person stronger."" (Athlete, 02 Sep 2024)",,"His coach Farhod Umirzakov. (Athlete, 02 Sep 2024)","""Work hard even when things don't work out."" (Athlete, 02 Sep 2024)",,,,,
2279579,CAI Bingchen,CAI B,CAI Bingchen,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Athletics'],"[""Men's Shot Put - F33""]",2001-02-05,NANJING,China,NANJING,China,,,Athlete,,,Mandarin,"He Hua [national], CHN","He was scouted by a coach from the Nanjing Disabled Persons Federation in the People's Republic of China at age 10. He joined the Jiangsu provincial team in 2019 and began to focus on shot put. (finance.sina.cn, 24 Nov 2023)",,,,,,,,
2279580,SHEN Yaqin,SHEN Y,SHEN Yaqin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Athletics'],"[""Women's 100m - T12"", ""Women's 200m - T12"", ""Women's 400m - T12""]",1990-12-11,SUZHOU,China,,China,,,Athlete,,,Mandarin,Wang Lin [national],"She loved the sport when she was young. (Athlete, 17 Jul 2017)","Chinese hurdler Liu Xiang. (Athlete, 17 Jul 2017)","Guide Li Wen. (Athlete, 17 Jul 2017)","""Make the impossible come true."" (Athlete, 17 Jul 2017)",,,,,
2279581,USMANOV Khusniddin,USMANOV K,Khusniddin USMANOV,Male,Athlete,UZB,Uzbekistan,Uzbekistan,Uzbekistan,Uzbekistan,UZB,0.0,0.0,['Para Powerlifting'],"[""Men's up to 88kg""]",1995-01-20,,,,,,,,,,,,,,,,,,,,
2279582,MARKOU Maria,MARKOU M,Maria MARKOU,Female,Athlete,CYP,Cyprus,Cyprus,Cyprus,Cyprus,CYP,0.0,0.0,['Para Powerlifting'],"[""Women's up to 61kg""]",1993-03-26,LIMASSOL,Cyprus,LIMASSOL,Cyprus,"Pikkoua (Athlete, 26 Aug 2021; Facebook profile, 13 Jul 2021)","Gymnastics, reading. (Athlete, 26 Aug 2021)","Athlete, Teacher","Computer Science - Frederick University, Cyprus",,"English, Greek",Dimitris Ioannidis,"She was a gymnast before she acquired her impairment in 2009. ""I gained power [to continue with sport] because I have always been a gymnast. I started it [powerlifting] because it was a different sport from what I did. Because powerlifting is a challenge for a woman."" (Athlete, 26 Aug 2021; offsite.com.cy, 03 Oct 2017)","Greek weightlifter Pyrros Dimas, US actress Marilyn Monroe. (ablebook.com.cy, 25 Jul 2023)","Her mother, and coach Dimitris Ioannidis. (ablebook.com.cy, 25 Jul 2023; Athlete, 26 Aug 2021)","""My engagement with Para sports has made me more disciplined and stronger. You do not have time to cry. You have to accept it and carry on even more vigorously. Do it for you and live it to the fullest."" (newsbomb.com.cy, 20 Jan 2019)",,,"She has represented Cyprus in wheelchair basketball, and has also competed in Para swimming at national level. (newsbomb.com.cy, 20 Jan 2019)",,
2279591,XU Mian,XU M,XU Mian,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Athletics'],"[""Women's Discus Throw - F57"", ""Women's Shot Put - F57""]",1997-09-10,HUAI'AN,China,,China,,,"Athlete, Student","Beijing Sport University, China",,Mandarin,"Yao Juan [club], CHN","She was encouraged to try the sport by the local federation for people with an impairment. (Athlete, 07 Nov 2019)",,"Chinese Para thrower Yao Juan. (Athlete, 07 Nov 2019)",,,,,,
2279594,ZOU Lijuan,ZOU L,ZOU Lijuan,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Athletics'],"[""Women's Javelin Throw - F34"", ""Women's Shot Put - F34""]",1994-08-06,XUZHOU,China,NANJING,China,"Xiaojuan (Athlete, 26 Aug 2024)","Reading books. (Athlete, 30 Oct 2023; Athlete, 26 Aug 2024)",Athlete,"Social Work Studies - Jiangsu Open University, China",,Mandarin,"Xu Chongyao [national], CHN",,"Coach Xu Chongyao. (Athlete, 30 Oct 2023)","Coach Xu Chongyao. (Athlete, 30 Oct 2023; Athlete, 26 Aug 2024)","""No pain, no gain. Persistence means victory."" (Athlete, 30 Oct 2023; Athlete, 26 Aug 2024)",,"She brings a toy bear to competitions. (Athlete, 30 Oct 2023)",,,
2279768,TSE Pui Ting Natasha,TSE PTN,TSE Pui Ting Natasha,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Equestrian'],['Individual Event - Grade I'],1996-12-22,,,,"Hong Kong, China","Nat, Ting-Ting [a nickname from her father]. (Athlete, 04 Apr 2012)",,Athlete,,,"Cantonese, English, Mandarin",,"One of her teachers recommended horse riding to her as a way of strengthening her legs. She also loved the sport for its elegance and precision. (scmp.com, 07 Nov 2016; cchorse.com, 15 Jul 2016)","Dutch dressage rider Anky van Grunsven. (Athlete, 04 Apr 2012)","Her mother. (rthk.hk, 03 Feb 2023)","""Never give up."" (Athlete, 04 Apr 2012)",,,,,
2279780,NSENGA SALA Nancy,NSENGA SALA N,Nancy NSENGA SALA,Female,Athlete,COD,DR Congo,Democratic Republic of the Congo,DR Congo,Democratic Republic of the Congo,COD,0.0,0.0,['Para Athletics'],"[""Women's Shot Put - F57""]",1989-03-18,,,KINSHASA,DR Congo,,,,"Institut Superieur Technique Medical de Kinshasa, Kinshasa, COD",,French,,,,,,,,,,
2279796,HU Peng,HU P,HU Peng,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Men's up to 72kg""]",1989-01-26,ZHENJIANG,China,,China,,,Athlete,"Public Administration - Shanghai Open University, China",,Mandarin,"Zhang Haidong [national], CHN","He was spotted at primary school by coach Li Bin, who was scouting for young people with an impairment with sporting potential. Li Bin spoke to Hu's father about allowing him to try powerlifting. Hu's father agreed, believing the sport would make his son healthier and stronger. (news.gmw.cn, 12 Sep 2016; jsw.com.cn, 07 Aug 2009)","US basketball player Kobe Bryant. (Athlete, 16 Jul 2019)","His first coach Li Bin. (Athlete, 16 Jul 2019)","""Broken in body but firm in spirit."" (scl.zhenjiang.gov.cn, 09 Aug 2013)",,,,,
2279830,GU Xiaofei,GU X,GU Xiaofei,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Men's up to 80kg""]",1989-03-14,NANTONG,China,,China,,"Cars. (Athlete, 23 Aug 2021)",Athlete,"Social Work Studies - Open University of China, Beijing, CHN","Wife Hu Qiuxia, son Gu Bochen, daughter Gu Zichen",Mandarin,"Zhang Haidong [national], CHN","He wanted to challenge himself. (Athlete, 12 Jul 2019)","Chinese powerlifter Zhang Haidong. (sina.com.cn, 05 Sep 2012)","His family. (Athlete, 12 Jul 2019)","""Success does not arise out of heroic utterances but practical efforts."" (Athlete, 23 Aug 2021)",,,,,
2279941,ZEMP Timothy,ZEMP T,Timothy ZEMP,Male,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,0.0,0.0,"['Para Cycling Track', 'Para Cycling Road']","[""Men's C4-5 Road Race"", ""Men's C4 Individual Time Trial"", ""Men's C4-5 1000m Time Trial"", ""Men's C4 4000m Individual Pursuit"", 'Open C1-5 750m Team Sprint']",1993-03-24,,,ZURICH,Switzerland,,"Cross-country skiing. (swissparalympic.ch, 13 May 2022)",Information Technology,"Information Technology - ETH Zurich, Switzerland",,"English, German",Dany Hirs [national],"A work colleague convinced him to buy a bike. (swissparalympic.ch, 13 May 2022)",,,,,,,,
2279951,NG Cheuk Yan,NG CY,NG Cheuk Yan,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Swimming'],"[""Women's 100m Backstroke - S6"", ""Women's 100m Breaststroke - SB6"", ""Women's 200m Individual Medley - SM6""]",2010-03-19,,,HONG KONG,"Hong Kong, China","Jasmine (Instagram profile, 01 Jan 2024)",,,,,Cantonese,Fung King Hong; Kong Chun Yin,"""At the very beginning I was not into it, because of the hard work. I was also afraid of being scolded by the coach. I only gradually got used to it."" (sportsroad.hk, 18 Oct 2023 )",,,,,,,,
2279960,CHAN Yui Lam,CHAN YL,CHAN Yui Lam,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Swimming'],"[""Women's 100m Backstroke - S14"", ""Women's 100m Butterfly - S14"", ""Women's 100m Breaststroke - SB14"", ""Women's 200m Freestyle - S14"", ""Women's 200m Individual Medley - SM14"", 'Mixed 4x100m Freestyle Relay - S14']",2003-10-17,HONG KONG,"Hong Kong, China",,"Hong Kong, China",,"Listening to music, shopping. (Athlete, 26 Aug 2021)",,,,"Cantonese, Mandarin",Leung Shuk Ying,"She often fell ill as a child so she took up swimming to improve her health. Her brother and sister would take swimming lessons during the summer holidays, and her mother arranged for her to join the class too. (Athlete, 26 Aug 2021; sportsroad.hk, 11 Oct 2019)","British Para swimmer Jessica-Jane Applegate. (Athlete, 26 Aug 2021)","Her family. (Athlete, 26 Aug 2021)",,,"Before competing she likes to listen to music, stretch, take deep breaths, and stay off social media. (Athlete, 26 Aug 2021)",,,
2279974,CHEUNG Ho Ying,CHEUNG HY,CHEUNG Ho Ying,Female,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Swimming'],"[""Women's 100m Butterfly - S14"", ""Women's 100m Breaststroke - SB14"", ""Women's 200m Freestyle - S14"", ""Women's 200m Individual Medley - SM14"", 'Mixed 4x100m Freestyle Relay - S14']",2003-06-07,HONG KONG,"Hong Kong, China",HONG KONG,"Hong Kong, China","Sister C (Facebook profile, 22 Oct 2017)","Watching television, listening to music, watching movies. (Athlete, 26 Aug 2021)",Student,,,"Cantonese, Mandarin",,"She wanted to learn how to swim as a child. (Athlete, 26 Aug 2021)",,"Her teachers at school, her coaches, her family, her classmates, her teammates, and her physiotherapist. (Athlete, 26 Aug 2021)",,,,,,
2279981,TANG Wai Lok,TANG WL,TANG Wai Lok,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Swimming'],"[""Men's 100m Backstroke - S14"", ""Men's 200m Freestyle - S14"", ""Men's 200m Individual Medley - SM14"", 'Mixed 4x100m Freestyle Relay - S14']",1997-06-02,,"Hong Kong, China",HONG KONG,"Hong Kong, China",,"Playing electronic games. (Athlete, 26 Aug 2021)",Athlete,,,"Cantonese, Mandarin",,"His mother encouraged him to start swimming as she thought it would make him stronger. He did not expect to perform well, but once he took up the sport he kept on improving. (Athlete, 14 Jul 2015; journalism.hkbu.edu.hk, 2011)","US swimmer Michael Phelps, Hong Kong swimmers Stephanie Au, Yvette Man-Yi Kong, and Sze Hang Yu, Hong Kong filmmaker Stephen Chow. (Athlete, 15 Apr 2013, 25 Mar 2018, 26 Aug 2021)","His mother. (Athlete, 26 Aug 2021)","""Never give up."" (Athlete, 15 Apr 2013)",,,,,
2280000,MAYOMBO MUKENDI Paulin,MAYOMBO MUKENDI P,Paulin MAYOMBO MUKENDI,Male,Athlete,COD,DR Congo,Democratic Republic of the Congo,DR Congo,Democratic Republic of the Congo,COD,0.0,0.0,['Para Athletics'],"[""Men's Shot Put - F57""]",1986-03-09,KINSHASA,DR Congo,,,,,Athlete,,,,,"Some of his friends, who were Para athletes, introduced him to the sport. (Athlete, 27 Aug 2021)",,"His parents. (Athlete, 27 Aug 2021)","""Through sports I can change the image others have of me and of impairments."" (Athlete, 27 Aug 2021)",,,,,
2280065,CHEUNG Tsun Lok,CHEUNG TL,CHEUNG Tsun Lok,Male,Athlete,HKG,"Hong Kong, China","Hong Kong, China","Hong Kong, China","Hong Kong, China",HKG,0.0,0.0,['Para Swimming'],"[""Men's 200m Freestyle - S14"", 'Mixed 4x100m Freestyle Relay - S14']",2005-07-29,,,HONG KONG,"Hong Kong, China",,,"Athlete, Student",,,Cantonese,,"He took up the sport to overcome his fear of water. (mag.sportsoho.com, 24 Oct 2023)",,,,,,"He has competed in figure skating at international level. (sense.edb.gov.hk, 26 Apr 2022; mag.sportsoho.com, 24 Oct 2023)",,
2280092,GUO Lingling,GUO L,GUO Lingling,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Women's up to 45kg""]",1989-08-18,HANDAN,China,HANDAN,China,,,Athlete,,Daughter Wu Ziyan [2014],Mandarin,"Sun Xiaogang [national], CHN","She was spotted by a weightlifting athlete, who introduced her to coach Sun Xiaogang. (hb.jjj.qq.com, 01 Nov 2018; chinanews.com, 16 Oct 2018)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)","Coach Sun Xiaogang. (Athlete, 12 Jul 2019)","""A strong mentality and courage are the most important things in powerlifting."" (paralympic.org, 13 Jul 2019)",,,,,
2280097,LEBRUN Tatyana,LEBRUN T,Tatyana LEBRUN,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Para Swimming'],"[""Women's 100m Butterfly - S10"", ""Women's 100m Breaststroke - SB9"", ""Women's 200m Individual Medley - SM10""]",2004-12-09,STAVELOT,Belgium,,,"Nana (Instagram profile, 31 Dec 2023)",,Student,"Physiotherapy - University of Liege, Belgium",,French,,,,,,,,,,
2280117,ZHENG Feifei,ZHENG F,ZHENG Feifei,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Women's up to 86kg""]",1996-06-08,HANDAN,China,HANDAN,China,,"Music. (Athlete, 12 Jul 2019)",Athlete,,,Mandarin,"Sun Xiaogang [club, national], CHN","In 2010 her mother heard that the local federation for people with an impairment was recruiting young athletes. Thinking that her daughter had greater arm strength than most of her peers, she encouraged Feifei to try it. (handannews.com.cn, 13 May 2019)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)",,,,,,
2280128,MAENE Kiara,MAENE K,Kiara MAENE,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Para Athletics'],"[""Women's 400m - T20""]",2005-09-09,,,HEUSDEN-ZOLDER,Belgium,,,,,,Dutch,Johan Baerts,"""I love to run as fast as possible and I like to compete with others. That motivates me to become even faster."" (gsportvlaanderen.be, 20 Jul 2024)",,,"""Don't give up, even if things don't go well sometimes."" (jezofficial.be, 09 Jun 2024)",,,,,
2280133,QI Yongkai,QI Y,QI Yongkai,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Men's up to 59kg""]",1998-11-08,,China,,China,,,Athlete,,,Mandarin,"Sun Xiaogang [club, national], CHN","He contacted the Disabled Persons' Federation of Tangshan in the People's Republic of China because he was interested in powerlifting and had felt he was strong since he was child. After one month of training, he was selected to train on the provincial team. (finance.sina.com.cn, 25 Oct 2023)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)",,,,,,
2280138,MINNECI Barbara,MINNECI B,Barbara MINNECI,Female,Athlete,BEL,Belgium,Belgium,Belgium,Belgium,BEL,0.0,0.0,['Para Equestrian'],"['Individual Event - Grade III', 'Individual Freestyle Event - Grade III', 'Team Event']",1969-06-12,BRUSSELS,Belgium,,,,"Studying classical equestrian literature. (eurodressage.com, 20 Jan 2020)",,"Higher Institute of Architecture Saint-Luc de Wallonie, Liege, BEL",,"Dutch, English, French, Italian",Nick Van Laer [Stal NVL],"Equestrian sport was her passion before her illness, and she used it as part of her rehabilitation. (Athlete, 06 Aug 2012)","South African Para equestrian Philippa Johnson-Dwyer. (Facebook profile, 20 May 2021)","Coach Sophie Baetens. (Athlete, 06 Aug 2012)","""Ride every competition as if it was the last one and enjoy it."" (Athlete, 06 Aug 2012)",,,,,
2280237,YAN Panpan,YAN P,YAN Panpan,Male,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Men's up to 88kg""]",1990-02-05,CANGZHOU,China,CANGZHOU,China,,,Athlete,"Beijing Sport University, China",,Mandarin,"Sun Xiaogang [club, national], CHN","He was learning how to repair mobile phones and home appliances with somebody from his hometown, who suggested that he could try to become a Para athlete. (wemedia.ifeng.com, 14 Jun 2018)","Chinese Para powerlifter Shi Shanshan. (Athlete, 12 Jul 2019)",,,,,,,
2280239,OPIYO Samson,OPIYO S,Samson OPIYO,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,0.0,0.0,['Para Athletics'],"[""Men's Long Jump - T37""]",1996-04-13,NAIROBI,Kenya,,,,"Football. (Athlete, 07 Nov 2019)",,"Kenyatta University, Nairobi, KEN",,"English, Swahili",Steven Wesonga [national],"""I developed an interest in athletics."" (Athlete, 07 Nov 2019)","Jamaican sprinter Usain Bolt. (Athlete, 07 Nov 2019)",,,,,,,
2280347,CUI Jianjin,CUI J,CUI Jianjin,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Women's up to 61kg""]",1988-07-09,HEZE,China,HEZE,China,,"Singing, listening to music. (Athlete, 30 Oct 2023)",Athlete,"Beijing Sport University, China",,Mandarin,"Sun Yafei [national], CHN","She was identified as an athlete with potential by the local federation for athletes with an impairment. She also wanted to build her physical strength. (Athlete, 12 Jul 2019; sd.xinhuanet.com, 11 Nov 2013)",,"Coach Sun Yafei. (Athlete, 30 Oct 2023)","""Push your limits and make breakthroughs."" (Athlete, 30 Oct 2023)",,,,,
2280381,CUI Zhe,CUI Z,CUI Zhe,Female,Athlete,CHN,China,People's Republic of China,China,People's Republic of China,CHN,0.0,0.0,['Para Powerlifting'],"[""Women's up to 41kg""]",1986-12-01,HEZE,China,HEZE,China,"Powerful Beauty (sdwfh.org.cn, 19 Nov 2010)","Playing games, reading. (Athlete, 30 Oct 2023)",Athlete,"Sport Studies - Beijing Sport University, China",,Mandarin,"Sun Yafei [national], CHN","She switched from Para badminton to powerlifting when her badminton partner changed sports and she did not have anyone to play with. She also wanted to increase her strength and win honour for her country. (Athlete, 12 Jul 2019; sd.dzwww.com, 31 Aug 2012)","Chinese actor Xiao Zhan. (Athlete, 30 Oct 2023)","Coach Sun Yafei. (Athlete, 30 Oct 2023)","""Persistence in pursuing your dreams makes things better."" (sdwfh.org.cn, 19 Nov 2010)",,"She tries to smile during competitions after a coach told her it would help her relax. (cdpf.org.cn, 22 Jan 2017)",,,
2281205,NI RIAIN Roisin,NI RIAIN R,Roisin NI RIAIN,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,0.0,0.0,['Para Swimming'],"[""Women's 100m Backstroke - S13"", ""Women's 100m Butterfly - S13"", ""Women's 100m Breaststroke - SB13"", ""Women's 200m Individual Medley - SM13""]",2005-05-07,,,LIMERICK,Ireland,,"Listening to music, watching medical and crime shows on television. (irishtimes.com, 19 Aug 2021)","Athlete, Student","Science, Teaching - University of Limerick, Ireland",,English,John Szaranek [club],"""I couldn't really do other sports like hockey and camogie [women's hurling] as I wouldn't be able to follow the ball. But swimming quickly became my focus. I loved it. I have loved it for as long as I can remember. My parents called me a 'water baby' when I was younger. I always loved being in the water."" (Her Sport YouTube channel, 27 Jul 2023; irishtimes.com, 19 Aug 2021; Limerick Swimming Club Facebook page, 11 Nov 2019)","Irish Para swimmers Ellen Keane and Nicole Turner. (irishtimes.com, 01 Dec 2023)",,"""Every disability is different I suppose, but improving and not letting one part of you stop the rest of you from getting ahead is one of the main things for me."" (Limerick Swimming Club Facebook page, 11 Nov 2019)",,,,,
2281546,LUIZ da COSTA Christian Gabriel,LUIZ da COSTA CG,Christian Gabriel LUIZ da COSTA,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Athletics'],"[""Men's 100m - T37"", ""Men's 200m - T37""]",2002-05-10,SERTAOZINHO,Brazil,SERTAOZINHO,Brazil,,,Athlete,,,Portuguese,Amaury Wagner Verissimo,"""It is a funny story because I was suspended from school and I was at home doing nothing. Then a friend of mine asked if I would like to start athletics. I put on my sneakers and went. From day one I fell in love with the sport."" (sertaozinho.sp.gov.br, 15 Aug 2019)",,"His mother. (sertaozinho.sp.gov.br, 15 Aug 2019)",,,,,,
2281549,CAETANO NASCIMENTO Henrique,CAETANO NASCIMENTO,Henrique CAETANO NASCIMENTO,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Athletics'],"[""Men's 100m - T35"", ""Men's 200m - T35""]",1999-01-11,,,MAUA,Brazil,,,Athlete,,,Portuguese,Cassio Damiao,"He first became involved in sport as a form of rehabilitation. He initially focused on swimming, having also tried triathlon and rowing, before switching his focus to Para athletics. (jornaltemporeal.com.br, 12 Jun 2024; Instagram profile, 23 Oct 2023; imprensaabc.com.br, 26 Aug 2022)",,"His mother. (imprensaabc.com.br, 26 Aug 2022)",,,,"He has represented Brazil in Para swimming. (imprensaabc.com.br, 26 Aug 2022; natatoria.com, 13 Mar 2022)",,
2281556,NAHIRNEI Suzana,NAHIRNEI S,Suzana NAHIRNEI,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Athletics'],"[""Women's Shot Put - F46""]",1994-07-14,BLUMENAU,Brazil,BLUMENAU,Brazil,"Su (Facebook profile, 09 Feb 2017)",,Athlete,,,Portuguese,Alan Junior Melo [personal],"She discovered Para sports through an association for people with an impairment, and was invited by coaches to try Para athletics. (cpb.org.br, 01 Sep 2022)",,,"""Victory belongs to those who do not give up on their dreams."" (Instagram profile, 20 Mar 2017)",,,,,
2281557,FORTES Wallison Andre,FORTES WA,Wallison Andre FORTES,Male,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Athletics'],"[""Men's 100m - T64"", ""Men's 200m - T64""]",1996-07-26,,Brazil,ELDORADO DO SUL,Brazil,,,Athlete,,Partner Eduarda Barivieira,Portuguese,Leonardo Rossato Ribas [personal],"He had played football for nine years before he acquired his impairment. He began researching Para sport after his amputation. ""Since I was a child, I dreamed of being a high-performance athlete. My father encouraged me to play sport again and [at first] it was Para swimming. [Getting involved in Para sport] was very important in my life, as I met people with much greater disabilities than mine and it showed me how important it was to know more stories of how they overcame their difficulties."" (anoticia.com, 29 May 2024; midianinja.org, 28 May 2024; Facebook page, 24 Apr 2024)",,,,,,,,
2281559,BRITO OLIVEIRA Wanna Helena,BRITO OLIVEIRA WH,Wanna Helena BRITO OLIVEIRA,Female,Athlete,BRA,Brazil,Brazil,,,,0.0,,['Para Athletics'],"[""Women's Club Throw - F32"", ""Women's Shot Put - F32""]",1996-07-12,,,,,,,,,,,,,,,,,,,,
2281561,CASSIANO da SILVA Zileide,CASSIANO da SILVA,Zileide CASSIANO da SILVA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Athletics'],"[""Women's Long Jump - T20""]",1998-02-06,RIBEIRAO PRETO,Brazil,RIBEIRAO PRETO,Brazil,,,Athlete,,,Portuguese,Guilherme Barberio Salgado [personal],"She was already competing in non-Para sprint events. She was then encouraged to try Para athletics by a coach. ""I did some sprint races but then I became passionate about long jump."" (cpb.org.br, 17 Jul 2023; ribeiraopreto.sp.gov.br, 21 Nov 2022)",,,,,,,,
2281942,SANTOS Evellyn,SANTOS E,Evellyn SANTOS,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Table Tennis'],"[""Women's Singles - WS11""]",2003-10-25,BARRETOS,Brazil,SAO PAULO,Brazil,"Garotinha Parca (Athlete, 04 Sep 2024)","Going for walks. (Athlete, 04 Sep 2024)","Athlete, Coach",,,Portuguese,,"She began practising sports at the Renascer Association in Sao Jose do Rio Preto, Brazil, and took up Para table tennis in 2015. (diariodaregiao.com.br, 12 Apr 2024)",,,,,,,,
2281945,FERREIRA da SILVA Juliana Cristina,FERREIRA da SILVA,Juliana Cristina FERREIRA da SILVA,Female,Athlete,BRA,Brazil,Brazil,Brazil,Brazil,BRA,0.0,0.0,['Para Archery'],"[""Women's Individual W1"", 'Mixed Team W1']",1984-12-11,,,,,"Ju Fenix (Instagram profile, 20 Jul 2024)",,"Athlete, Author, Motivational Speaker",Electrical Engineering,,Portuguese,Claudio Comparato Contrucci [national],"She began practising sports as rehabilitation, and through sport she found a link between her new reality after her accident and the wider world. She got involved in swimming and table tennis before she took up Para archery. (faca-se-fenix.lojaintegrada.com.br, 2024; Acreditando Brasil YouTube channel, 08 Oct 2023; a12.com, 22 Jul 2021)",,,"""I do not need my legs to move because life moves for me."" (julianafenix.com, 2024)",,,"She has represented Brazil in Para table tennis. (cbtm.org.br, 02 Feb 2024)",,
2282141,MATILE-DOERIG Franziska,MATILE-DOERIG F,Franziska MATILE-DOERIG,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,0.0,0.0,"['Para Cycling Road', 'Para Cycling Track']","[""Women's C4-5 Road Race"", ""Women's C4 Individual Time Trial"", 'Open C1-5 750m Team Sprint', ""Women's C4-5 500m Time Trial"", ""Women's C4 3000m Individual Pursuit""]",1992-03-26,,,WINTERTHUR,Switzerland,,"Reading, cooking, spending time in the mountains. (swissparalympic.ch, 15 Jun 2023)",Physiotherapist,,,German,Dany Hirs [national],"""Jogging was always my passion, but I also enjoyed cycling. They introduced me to Para cycling during sport therapy."" (swissparalympic.ch, 15 Jun 2023)",,,,,,"She competed in orienteering at an elite level prior to acquiring her impairment. (swissparalympic.ch, 15 Jun 2023)",,
2282341,BUOB Nalani,BUOB N,Nalani BUOB,Female,Athlete,SUI,Switzerland,Switzerland,Switzerland,Switzerland,SUI,0.0,0.0,['Wheelchair Tennis'],"[""Women's Singles""]",2001-02-02,,,BAAR,Switzerland,,"Playing the violin, horse riding, travelling, reading. (swissparalympic.ch, 07 Apr 2021)",Armed Forces Athlete,,,"English, German","Eva Stutzki-Krapl [national], SUI","She was encouraged to begin playing wheelchair tennis by her fifth grade school teacher, Marcel Boss. ""He searched for something I could do alone and came up with this. I will never forget that he started all this."" (paralympic.org, 11 Feb 2017)","Swiss tennis player Martina Hingis. (paralympic.org, 11 Feb 2017)",,"""The wheelchair is a feature not a bug."" (swissparalympic.ch, 07 Apr 2021)",,,,,
